period,scenario,brand,market,business_unit,metric,value,unit,provenance
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-10,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.105053,million transactions,calculated
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,revenue,217.211925,RMB millions,synthetic_plan
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,104.261724,RMB millions,synthetic_plan
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,112.950201,RMB millions,synthetic_plan
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,71.679935,RMB millions,synthetic_plan
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,32.581789,RMB millions,synthetic_plan
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-11,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.174119,million transactions,calculated
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,revenue,255.543441,RMB millions,synthetic_plan
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,gross_profit,122.660852,RMB millions,synthetic_plan
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,cost_of_sales,132.882589,RMB millions,synthetic_plan
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,operating_expense,84.329336,RMB millions,synthetic_plan
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,operating_profit,38.331516,RMB millions,synthetic_plan
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,average_ticket,185.000000,RMB per transaction,synthetic_plan
2026-12,forecast,TOP_TOY,global,TOP TOY - Global,volume,1.381316,million transactions,calculated
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,115.946563,RMB millions,synthetic_allocation
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,51.312105,RMB millions,synthetic_allocation
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,64.634457,RMB millions,synthetic_allocation
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,32.229242,RMB millions,synthetic_allocation
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,19.082863,RMB millions,synthetic_allocation
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-01,prior_year,TOP_TOY,global,TOP TOY - Global,volume,0.659724,million transactions,calculated
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,100.487021,RMB millions,synthetic_allocation
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,44.470491,RMB millions,synthetic_allocation
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,56.016530,RMB millions,synthetic_allocation
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,27.932010,RMB millions,synthetic_allocation
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,16.538482,RMB millions,synthetic_allocation
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-02,prior_year,TOP_TOY,global,TOP TOY - Global,volume,0.571761,million transactions,calculated
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,123.676333,RMB millions,synthetic_allocation
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,54.732912,RMB millions,synthetic_allocation
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,68.943421,RMB millions,synthetic_allocation
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,34.377858,RMB millions,synthetic_allocation
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,20.355054,RMB millions,synthetic_allocation
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-03,prior_year,TOP_TOY,global,TOP TOY - Global,volume,0.703706,million transactions,calculated
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,123.676333,RMB millions,synthetic_allocation
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,54.732912,RMB millions,synthetic_allocation
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,68.943421,RMB millions,synthetic_allocation
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,34.377858,RMB millions,synthetic_allocation
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,20.355054,RMB millions,synthetic_allocation
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-04,prior_year,TOP_TOY,global,TOP TOY - Global,volume,0.703706,million transactions,calculated
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,131.406104,RMB millions,synthetic_allocation
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,58.153719,RMB millions,synthetic_allocation
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,73.252385,RMB millions,synthetic_allocation
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,36.526474,RMB millions,synthetic_allocation
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,21.627245,RMB millions,synthetic_allocation
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-05,prior_year,TOP_TOY,global,TOP TOY - Global,volume,0.747688,million transactions,calculated
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,146.865646,RMB millions,synthetic_allocation
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,64.995333,RMB millions,synthetic_allocation
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,81.870312,RMB millions,synthetic_allocation
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,40.823707,RMB millions,synthetic_allocation
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,24.171627,RMB millions,synthetic_allocation
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-06,prior_year,TOP_TOY,global,TOP TOY - Global,volume,0.835651,million transactions,calculated
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,180.547692,RMB millions,synthetic_allocation
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,82.074726,RMB millions,synthetic_allocation
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,98.472967,RMB millions,synthetic_allocation
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,55.467963,RMB millions,synthetic_allocation
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,26.606763,RMB millions,synthetic_allocation
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-07,prior_year,TOP_TOY,global,TOP TOY - Global,volume,1.027298,million transactions,calculated
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,180.547692,RMB millions,synthetic_allocation
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,82.074726,RMB millions,synthetic_allocation
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,98.472967,RMB millions,synthetic_allocation
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,55.467963,RMB millions,synthetic_allocation
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,26.606763,RMB millions,synthetic_allocation
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-08,prior_year,TOP_TOY,global,TOP TOY - Global,volume,1.027298,million transactions,calculated
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,214.400385,RMB millions,synthetic_allocation
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,97.463737,RMB millions,synthetic_allocation
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,116.936648,RMB millions,synthetic_allocation
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,65.868206,RMB millions,synthetic_allocation
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,31.595531,RMB millions,synthetic_allocation
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-09,prior_year,TOP_TOY,global,TOP TOY - Global,volume,1.219917,million transactions,calculated
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,180.547692,RMB millions,synthetic_allocation
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,82.074726,RMB millions,synthetic_allocation
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,98.472967,RMB millions,synthetic_allocation
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,55.467963,RMB millions,synthetic_allocation
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,26.606763,RMB millions,synthetic_allocation
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-10,prior_year,TOP_TOY,global,TOP TOY - Global,volume,1.027298,million transactions,calculated
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,191.831923,RMB millions,synthetic_allocation
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,87.204396,RMB millions,synthetic_allocation
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,104.627527,RMB millions,synthetic_allocation
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,58.934710,RMB millions,synthetic_allocation
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,28.269685,RMB millions,synthetic_allocation
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-11,prior_year,TOP_TOY,global,TOP TOY - Global,volume,1.091505,million transactions,calculated
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,revenue,225.684615,RMB millions,synthetic_allocation
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,gross_profit,102.593407,RMB millions,synthetic_allocation
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,cost_of_sales,123.091208,RMB millions,synthetic_allocation
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,operating_expense,69.334953,RMB millions,synthetic_allocation
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,operating_profit,33.258453,RMB millions,synthetic_allocation
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,average_ticket,175.750000,RMB per transaction,synthetic_allocation
2026-12,prior_year,TOP_TOY,global,TOP TOY - Global,volume,1.284123,million transactions,calculated
